,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,52.719708108901976,0.30000784218423965,12.901674032211304,0.27198625818602445,0.001,0.001,poly,"{'C': 0.001, 'epsilon': 0.001, 'kernel': 'poly'}",-0.09287171988123362,-0.08395395007563773,-0.07607126244757212,-0.08668912978038654,-0.09167859652744825,-0.08625293174245566,0.006039671677304496,19
1,48.10803780555725,4.961308562610945,15.636248970031739,1.507537131956835,0.001,0.001,rbf,"{'C': 0.001, 'epsilon': 0.001, 'kernel': 'rbf'}",-0.1287276450894471,-0.1190351518421644,-0.11173050189223797,-0.12220551695254141,-0.128194033060148,-0.12197856976730777,0.006291583440240347,23
2,43.942392635345456,0.43677973835674283,10.528507709503174,0.11044033400127655,0.001,0.001,sigmoid,"{'C': 0.001, 'epsilon': 0.001, 'kernel': 'sigmoid'}",-0.17541259871808793,-0.16290857914680998,-0.15870646420313517,-0.16810019013574923,-0.17251025194669994,-0.16752761683009645,0.006106974292680074,26
3,41.315886449813846,0.14900736893299985,9.972160911560058,0.14098895471016654,0.001,0.01,poly,"{'C': 0.001, 'epsilon': 0.01, 'kernel': 'poly'}",-0.09298274544620523,-0.08416666444549628,-0.07622424856249979,-0.08673082270300894,-0.09196858837638969,-0.08641461390671998,0.00604952551794724,20
4,49.50297040939331,11.468018017181455,16.057352590560914,3.0713865395417153,0.001,0.01,rbf,"{'C': 0.001, 'epsilon': 0.01, 'kernel': 'rbf'}",-0.1286733195227939,-0.11908006641603479,-0.11146711365227943,-0.12212839855977219,-0.12809767907966377,-0.12188931544610881,0.006342520341290815,22
5,54.54923567771912,3.51109231899537,14.39111785888672,2.4568090181065405,0.001,0.01,sigmoid,"{'C': 0.001, 'epsilon': 0.01, 'kernel': 'sigmoid'}",-0.1754403404845116,-0.16275889395715656,-0.15870504247320008,-0.16796883432820647,-0.17241527239861099,-0.16745767672833717,0.006119626189578993,25
6,39.50464043617249,7.319126747096066,9.027360439300537,1.2074243691391682,0.001,0.1,poly,"{'C': 0.001, 'epsilon': 0.1, 'kernel': 'poly'}",-0.09558976174845724,-0.08677073193742042,-0.07864862622981934,-0.08939447586735652,-0.09465564936125115,-0.08901184902886092,0.006126774254633086,21
7,41.52981538772583,2.7311882628216564,14.047191524505616,1.9903682265157732,0.001,0.1,rbf,"{'C': 0.001, 'epsilon': 0.1, 'kernel': 'rbf'}",-0.13144845005950553,-0.12184506457691581,-0.11411901491293998,-0.1249971420871317,-0.13085234451302172,-0.12465240322990294,0.006380874376642167,24
8,49.17245759963989,4.735297136620235,12.463511943817139,2.0660025521522725,0.001,0.1,sigmoid,"{'C': 0.001, 'epsilon': 0.1, 'kernel': 'sigmoid'}",-0.17670653664495806,-0.16405539964377186,-0.16011517673883954,-0.16877184207847878,-0.1734409589653217,-0.16861798281427398,0.006030329195704404,27
9,1.3574649333953857,0.18309012477943998,0.17844033241271973,0.03169356808220072,0.001,1,poly,"{'C': 0.001, 'epsilon': 1, 'kernel': 'poly'}",-0.2998151903908565,-0.287645792400756,-0.2957259017787342,-0.29002278558024197,-0.29063795621890437,-0.2927695252738986,0.004398235171404589,40
10,2.138910675048828,0.5732811496571851,0.5319265365600586,0.1853338933268114,0.001,1,rbf,"{'C': 0.001, 'epsilon': 1, 'kernel': 'rbf'}",-0.29212305797435517,-0.27864780336939954,-0.2869378138865029,-0.28509192841079306,-0.2827520098881774,-0.2851105227058456,0.00446865334595527,38
11,2.4144400119781495,0.46532432496391185,0.3704809665679932,0.20185340503100535,0.001,1,sigmoid,"{'C': 0.001, 'epsilon': 1, 'kernel': 'sigmoid'}",-0.29118238834232635,-0.277558380964955,-0.28661295357808675,-0.28555259910776776,-0.2850456155629273,-0.2851903875112126,0.004389247048287391,39
12,57.086909437179564,6.670957593353778,13.419745683670044,3.0173736593944778,0.01,0.001,poly,"{'C': 0.01, 'epsilon': 0.001, 'kernel': 'poly'}",-0.03009495656296859,-0.026485617984778023,-0.02503685735099533,-0.029386304737833237,-0.026793319319039045,-0.027559411191122846,0.0018904886588661512,13
13,48.195797538757326,5.67355363184796,15.140316343307495,1.1875452105722828,0.01,0.001,rbf,"{'C': 0.01, 'epsilon': 0.001, 'kernel': 'rbf'}",-0.0296289319744025,-0.027818003940370425,-0.025403451613229357,-0.027823484943236755,-0.028048910049350406,-0.027744556504117883,0.0013517320983125296,15
14,43.13689613342285,2.6871421091252667,10.75245566368103,1.067146024218824,0.01,0.001,sigmoid,"{'C': 0.01, 'epsilon': 0.001, 'kernel': 'sigmoid'}",-0.23115275134498256,-0.22569003713554872,-0.2731047494118228,-0.240153869292984,-0.2430064931892117,-0.24262158007490994,0.016454011949524887,30
15,39.12896890640259,0.8343473063634885,9.215739679336547,0.1981996660523643,0.01,0.01,poly,"{'C': 0.01, 'epsilon': 0.01, 'kernel': 'poly'}",-0.03014422271612994,-0.02645158687326391,-0.025099992670434928,-0.029429432873175208,-0.02689721189475701,-0.027604489405552202,0.0018911686107443996,14
16,39.10062985420227,0.17485799815441877,13.129596185684203,0.09303745589998527,0.01,0.01,rbf,"{'C': 0.01, 'epsilon': 0.01, 'kernel': 'rbf'}",-0.02978929485848138,-0.02787261032937461,-0.025395100918281906,-0.027940966489551165,-0.028000618469909307,-0.027799718213119672,0.0014004445588302866,16
17,52.51179475784302,2.0284324642793083,11.231011056900025,0.911790283898945,0.01,0.01,sigmoid,"{'C': 0.01, 'epsilon': 0.01, 'kernel': 'sigmoid'}",-0.23081062364457824,-0.22529793443971216,-0.2732196194293813,-0.24024369572206727,-0.2430534531093807,-0.24252506526902393,0.01662312651101169,29
18,26.036367654800415,6.194016900087174,6.4506348133087155,1.0537743434274185,0.01,0.1,poly,"{'C': 0.01, 'epsilon': 0.1, 'kernel': 'poly'}",-0.0330242681768929,-0.028922325387797248,-0.02749706848742334,-0.03118279370491696,-0.029235754764094003,-0.029972442104224888,0.0019262150073707334,17
19,26.888104009628297,1.812714167455793,9.843685388565063,1.2623550683906155,0.01,0.1,rbf,"{'C': 0.01, 'epsilon': 0.1, 'kernel': 'rbf'}",-0.03420318355469236,-0.03177884089646282,-0.028986907890716455,-0.031800779596253166,-0.03220711426400107,-0.03179536524042518,0.0016646237621313425,18
20,42.88945541381836,2.258590645953046,10.606860399246216,1.452987888579774,0.01,0.1,sigmoid,"{'C': 0.01, 'epsilon': 0.1, 'kernel': 'sigmoid'}",-0.2220976627931041,-0.2168369605881836,-0.2614689781640956,-0.23037683050362548,-0.23445754769053298,-0.23304759594790836,0.015489232737060602,28
21,0.5968355655670166,0.09854975872016272,0.06926679611206055,0.004707441860580104,0.01,1,poly,"{'C': 0.01, 'epsilon': 1, 'kernel': 'poly'}",-0.27969184895990296,-0.2662858962563701,-0.27113480642794113,-0.2658623712804329,-0.2691036814748923,-0.2704157208799079,0.0050214246500051175,37
22,1.7395086288452148,0.2148917178235935,0.4627049446105957,0.12265111392940324,0.01,1,rbf,"{'C': 0.01, 'epsilon': 1, 'kernel': 'rbf'}",-0.26800046403364114,-0.256871607399327,-0.26684984647587995,-0.25960745867358537,-0.2586294846676668,-0.2619917722500201,0.004536767114367015,32
23,2.5835164070129393,0.31376543869324464,0.3753218173980713,0.16860569543605886,0.01,1,sigmoid,"{'C': 0.01, 'epsilon': 1, 'kernel': 'sigmoid'}",-0.25071682161469216,-0.23633298783447232,-0.2481338860060251,-0.24023096347281223,-0.24369224042218865,-0.2438213798700381,0.00519862689962701,31
24,60.61542539596557,5.870141700881974,13.082115983963012,1.3525096159947754,0.1,0.001,poly,"{'C': 0.1, 'epsilon': 0.001, 'kernel': 'poly'}",-0.013624032052754581,-0.013378600016533088,-0.012265822301208321,-0.01758762790596709,-0.014235144270942706,-0.014218245309481157,0.0018012814256563783,9
25,53.09436149597168,1.4055213558836435,17.582242345809938,1.9423625663147885,0.1,0.001,rbf,"{'C': 0.1, 'epsilon': 0.001, 'kernel': 'rbf'}",-0.007824008226078155,-0.007332594924770236,-0.007211078206021393,-0.007517543959580532,-0.007240268680078804,-0.0074250987993058236,0.00022636200765739647,3
26,47.58359823226929,5.8375921051761095,10.691651439666748,0.893256654466681,0.1,0.001,sigmoid,"{'C': 0.1, 'epsilon': 0.001, 'kernel': 'sigmoid'}",-15.500829604926983,-14.968148444568463,-19.006062062663354,-16.615766436342938,-16.939211264955244,-16.6060035626914,1.39824049109727,44
27,39.635481405258176,0.2490401220401725,8.886645984649657,0.08315463935682395,0.1,0.01,poly,"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'poly'}",-0.013619650515194929,-0.01341734990470236,-0.012311594575888518,-0.017594065783042265,-0.014352936604907407,-0.014259119476747097,0.0017911459082989997,10
28,37.46197109222412,0.17308321954936642,12.411378479003906,0.08954698692526558,0.1,0.01,rbf,"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'rbf'}",-0.007850494115285572,-0.0073511028676245815,-0.007254377969222605,-0.00749151003257429,-0.0072484960106702955,-0.007439196199075469,0.00022369062923776941,4
29,45.289881801605226,2.1639632970281637,10.696124362945557,0.4564940434812363,0.1,0.01,sigmoid,"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'sigmoid'}",-15.502683504642972,-14.959113459004525,-18.99798760070654,-16.609145782311362,-16.929430140528865,-16.59967209743885,1.3968223931314634,43
30,16.662282991409302,0.1791214115993016,3.7931870460510253,0.02312379125324648,0.1,0.1,poly,"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'poly'}",-0.01605216339833238,-0.015753851777395085,-0.014957273787297932,-0.018777506386152932,-0.016878382919934598,-0.016483835653822585,0.0013012456725673787,12
31,12.068088960647582,0.13841270755977944,3.934112548828125,0.11076222655971044,0.1,0.1,rbf,"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'rbf'}",-0.010222558703143215,-0.009556190559222246,-0.009446351837183151,-0.009735213053750821,-0.00931631146373114,-0.009655325123406115,0.00031513926223595065,6
32,41.44349317550659,1.5869379293260522,9.696740436553956,0.13205146921353728,0.1,0.1,sigmoid,"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'sigmoid'}",-15.470588031611923,-14.941713111765164,-18.993171669543834,-16.58593024250489,-16.894341361760628,-16.577148883437285,1.4026390387847676,42
33,0.35128016471862794,0.02997054730447178,0.04371910095214844,0.0035956867635292666,0.1,1,poly,"{'C': 0.1, 'epsilon': 1, 'kernel': 'poly'}",-0.27695597296001073,-0.26130343571546594,-0.2649939857392145,-0.2561020729962126,-0.2555196216711778,-0.2629750178164163,0.00781227018356005,34
34,0.4372868537902832,0.059991912121369353,0.08204221725463867,0.0034311551488526875,0.1,1,rbf,"{'C': 0.1, 'epsilon': 1, 'kernel': 'rbf'}",-0.26881150961697814,-0.2578565582396502,-0.2718702926076166,-0.2581096551651975,-0.25389708757407126,-0.26210902064070274,0.006952984887931449,33
35,16.49189958572388,12.722786125776455,3.8978849411010743,3.09475665512,0.1,1,sigmoid,"{'C': 0.1, 'epsilon': 1, 'kernel': 'sigmoid'}",-12.541113980876128,-0.16736122042561763,-15.334185668066954,-13.537855021171724,-0.19551635495191177,-8.355206449098468,6.733634545269205,41
36,94.47589426040649,0.8348162575780783,9.684463214874267,0.04700485665157461,1,0.001,poly,"{'C': 1, 'epsilon': 0.001, 'kernel': 'poly'}",-0.011652406179076646,-0.011377851698517679,-0.011712458592271324,-0.014006216975360235,-0.013262902447166899,-0.01240236717847856,0.0010393173188434572,7
37,78.08387660980225,1.1079999025377594,13.821633434295654,0.07383340470851793,1,0.001,rbf,"{'C': 1, 'epsilon': 0.001, 'kernel': 'rbf'}",-0.0058775259196016776,-0.005696567624546418,-0.0054037768755043755,-0.00527365996418488,-0.005444451406125733,-0.005539196357992617,0.0002177416939280969,1
38,46.35053334236145,6.370394228503649,10.948688459396362,1.5076670875461142,1,0.001,sigmoid,"{'C': 1, 'epsilon': 0.001, 'kernel': 'sigmoid'}",-1479.1310000015694,-1427.7937282453165,-1806.3147030759967,-1587.8625304610978,-1617.688537848555,-1583.758099926507,131.12686821978636,48
39,84.97669205665588,15.547808845447587,11.274089288711547,1.4122379709995745,1,0.01,poly,"{'C': 1, 'epsilon': 0.01, 'kernel': 'poly'}",-0.01163794077019754,-0.011394290219381152,-0.01171557536425238,-0.014041068694732466,-0.013230662859785313,-0.01240390758166977,0.0010434226771604013,8
40,47.190078830718996,6.263844004773266,13.985019826889038,1.8539462865778236,1,0.01,rbf,"{'C': 1, 'epsilon': 0.01, 'kernel': 'rbf'}",-0.005904375352980181,-0.005732075806277731,-0.005450099268192243,-0.005303579878417883,-0.005486286976158636,-0.005575283456405335,0.00021461575251401852,2
41,48.394675207138064,7.017923983068974,10.637658166885377,0.16704915509028997,1,0.01,sigmoid,"{'C': 1, 'epsilon': 0.01, 'kernel': 'sigmoid'}",-1478.9605399598354,-1427.840524859481,-1806.225028949578,-1587.9153697342133,-1617.6823191978096,-1583.7247565401835,131.11253432469402,47
42,19.70894112586975,5.108257749049329,4.386244821548462,1.2715100232035967,1,0.1,poly,"{'C': 1, 'epsilon': 0.1, 'kernel': 'poly'}",-0.013961664147661437,-0.014072269743247484,-0.014598410150785975,-0.01702993603565504,-0.01584880647823657,-0.0151022173111173,0.0011737947036364147,11
43,9.784125995635986,0.16991247507938578,3.1261149406433106,0.04796528312299431,1,0.1,rbf,"{'C': 1, 'epsilon': 0.1, 'kernel': 'rbf'}",-0.008005133197280415,-0.0074756161480828065,-0.007459098433664971,-0.0074577440748663255,-0.007314941320024741,-0.007542506634783852,0.00023850587648842637,5
44,42.20791110992432,0.10906638474528459,9.977092361450195,0.0750714969949462,1,0.1,sigmoid,"{'C': 1, 'epsilon': 0.1, 'kernel': 'sigmoid'}",-1478.0119276564535,-1427.2527046740681,-1806.2695157998521,-1586.8499056163778,-1618.131285290787,-1583.3030678075077,131.4363433379179,46
45,0.3783043384552002,0.09372761851281187,0.04202628135681152,0.0023912859337597175,1,1,poly,"{'C': 1, 'epsilon': 1, 'kernel': 'poly'}",-0.27683874624614546,-0.26287151361309047,-0.2670110222515914,-0.25760763046372576,-0.25201094098070237,-0.2632679707110511,0.00845096126786801,35
46,0.3667611598968506,0.015081458413374408,0.07066159248352051,0.0024043022382802376,1,1,rbf,"{'C': 1, 'epsilon': 1, 'kernel': 'rbf'}",-0.2728696296129873,-0.26536526481126965,-0.2723650582080934,-0.26924658999571477,-0.26276238952936665,-0.2685217864314864,0.0039327878127747564,36
47,40.97652153968811,0.3521584106371859,9.562250232696533,0.01999836726655079,1,1,sigmoid,"{'C': 1, 'epsilon': 1, 'kernel': 'sigmoid'}",-1476.3636876113067,-1420.5445138808727,-1796.8720050398606,-1583.1652699371339,-1610.5286287489207,-1577.4948210436191,129.70014677560718,45
